"","Date","Location","TimeOfDay","Unique.ID","Orig_Height_cm","Orig_WaterLevel","Orig_WaterLevel_corr","HPO","New_WaterLevel","New_WaterLevel_corr"
"2498",2011-08-27,"UDP","dusk","UDPCHU2672011",22,98,98,60,99,99
"2499",2011-08-27,"UDP","dusk","UDPCHU253 CS2011",13,96,96,84,99,99
"2500",2011-08-27,"UDP","dusk","UDPCHU2482011",15,94,94,108,99,99
"2501",2011-08-27,"UDP","dusk","UDPCHU2622011",11,96,96,84,99,99
"2502",2011-08-27,"UDP","dusk","UDPCHU2612011",20,96,96,84,99,99
"2503",2011-08-27,"UDP","dusk","UDPCHU2422011",12,94,94,108,99,99
"2504",2011-08-27,"UDP","dusk","UDPCHU2562011",112,96,96,84,99,99
"2505",2011-08-27,"UDP","dusk","UDPCHU2542011",19,96,96,84,99,99
"2506",2011-08-27,"UDP","dusk","UDPCHU2552011",9,96,96,84,99,99
"2507",2011-08-27,"UDP","dusk","UDPCHU235 CS2011",53,94,94,108,99,99
"2508",2011-08-27,"UDP","dusk","UDPCHU260 RN2011",84,96,96,84,99,99
"2509",2011-08-27,"UDP","dusk","UDPCHU259 RS2011",87,96,96,84,99,99
"2510",2011-08-28,"UDP","dawn","UDPCHU2452011",7,94,94,120,100,100
"2511",2011-08-28,"UDP","dawn","UDPCHU2442011",62,94,94,120,100,100
"2512",2011-08-28,"UDP","dawn","UDPCHU2632011",15,96,96,96,100,100
"2513",2011-08-28,"UDP","dawn","UDPCHU2482011",15,94,94,120,100,100
"2514",2011-08-28,"UDP","dawn","UDPCHU2432011",76,94,94,120,100,100
"2515",2011-08-28,"UDP","dawn","UDPCHU2462011",19,94,94,120,100,100
"2516",2011-08-28,"UDP","dawn","UDPCHU235 CS2011",53,94,94,120,100,100
"2517",2011-08-28,"UDP","dawn","UDPCHU2472011",52,94,94,120,100,100
"2518",2011-08-28,"UDP","dawn","UDPCHU2502011",16,94,94,120,100,100
"2519",2011-08-28,"UDP","dawn","UDPCHU2362011",9,94,94,120,100,100
"2520",2011-08-28,"UDP","dawn","UDPCHU2492011",85,94,94,120,100,100
"2521",2011-08-28,"UDP","dawn","UDPCHU2372011",7,94,94,120,100,100
"2522",2011-08-28,"UDP","dawn","UDPCHU2562011",112,96,96,96,100,100
"2523",2011-08-28,"UDP","dawn","UDPCHU2652011",3,96,96,96,100,100
"2524",2011-08-28,"UDP","dawn","UDPCHU2622011",11,96,96,96,100,100
"2525",2011-08-28,"UDP","dawn","UDPCHU2412011",6,94,94,120,100,100
"2526",2011-08-28,"UDP","dawn","UDPCHU2422011",12,94,94,120,100,100
"2527",2011-08-28,"UDP","dawn","UDPCHU240 RS2011",23,94,94,120,100,100
"2528",2011-08-28,"UDP","dawn","UDPCHU2392011",40,94,94,120,100,100
"2529",2011-08-28,"UDP","dawn","UDPCHU2522011",138,96,96,96,100,100
"2530",2011-08-28,"UDP","dawn","UDPCHU264 CS2011",4,96,96,96,100,100
"2531",2011-08-28,"UDP","dawn","UDPCHU2662011",14,96,96,96,100,100
"2532",2011-08-28,"UDP","dawn","UDPCHU2582011",9,96,96,96,100,100
"2533",2011-08-28,"UDP","dawn","UDPCHU259 RS2011",87,96,96,96,100,100
"2534",2011-08-28,"UDP","dawn","UDPCHU2572011",76,96,96,96,100,100
"2535",2011-08-28,"UDP","dawn","UDPCHU2672011",22,98,98,72,100,100
"2536",2011-08-28,"UDP","dawn","UDPCHU253 CS2011",13,96,96,96,100,100
"2537",2011-08-28,"UDP","dawn","UDPCHU2542011",19,96,96,96,100,100
"2538",2011-08-28,"UDP","dawn","UDPCHU2612011",20,96,96,96,100,100
"2539",2011-08-28,"UDP","dawn","UDPCHU260 RN2011",84,96,96,96,100,100
"2540",2011-08-28,"UDP","dawn","UDPCHU2552011",9,96,96,96,100,100
"2541",2011-08-28,"UDP","dusk","UDPCHU2632011",15,96,96,108,99,99
"2542",2011-08-28,"UDP","dusk","UDPCHU2582011",9,96,96,108,99,99
"2543",2011-08-28,"UDP","dusk","UDPCHU2622011",11,96,96,108,99,99
"2544",2011-08-28,"UDP","dusk","UDPCHU2652011",3,96,96,108,99,99
"2545",2011-08-28,"UDP","dusk","UDPCHU2662011",14,96,96,108,99,99
"2546",2011-08-28,"UDP","dusk","UDPCHU253 CS2011",13,96,96,108,99,99
"2547",2011-08-28,"UDP","dusk","UDPCHU264 CS2011",4,96,96,108,99,99
"2548",2011-08-28,"UDP","dusk","UDPCHU2612011",20,96,96,108,99,99
"2549",2011-08-28,"UDP","dusk","UDPCHU2562011",112,96,96,108,99,99
"2550",2011-08-28,"UDP","dusk","UDPCHU260 RN2011",84,96,96,108,99,99
"2551",2011-08-28,"UDP","dusk","UDPCHU2572011",76,96,96,108,99,99
"2552",2011-08-28,"UDP","dusk","UDPCHU2552011",9,96,96,108,99,99
"2553",2011-08-28,"UDP","dusk","UDPCHU2542011",19,96,96,108,99,99
"2554",2011-08-28,"UDP","dusk","UDPCHU2522011",138,96,96,108,99,99
"2555",2011-08-28,"UDP","dusk","UDPCHU2672011",22,98,98,84,99,99
"2556",2011-08-28,"UDP","dusk","UDPCHU259 RS2011",87,96,96,108,99,99
"2557",2011-08-29,"UDP","dawn","UDPCHU2572011",76,96,96,120,100,100
"2558",2011-08-29,"UDP","dawn","UDPCHU2662011",14,96,96,120,100,100
"2559",2011-08-29,"UDP","dawn","UDPCHU2522011",138,96,96,120,100,100
"2560",2011-08-29,"UDP","dawn","UDPCHU2562011",112,96,96,120,100,100
"2561",2011-08-29,"UDP","dawn","UDPCHU259 RS2011",87,96,96,120,100,100
"2562",2011-08-29,"UDP","dawn","UDPCHU2612011",20,96,96,120,100,100
"2563",2011-08-29,"UDP","dawn","UDPCHU260 RN2011",84,96,96,120,100,100
"2564",2011-08-29,"UDP","dawn","UDPCHU2582011",9,96,96,120,100,100
"2565",2011-08-29,"UDP","dawn","UDPCHU2652011",3,96,96,120,100,100
"2566",2011-08-29,"UDP","dawn","UDPCHU2552011",9,96,96,120,100,100
"2567",2011-08-29,"UDP","dawn","UDPCHU264 CS2011",4,96,96,120,100,100
"2568",2011-08-29,"UDP","dawn","UDPCHU253 CS2011",13,96,96,120,100,100
"2569",2011-08-29,"UDP","dawn","UDPCHU2542011",19,96,96,120,100,100
"2570",2011-08-29,"UDP","dawn","UDPCHU2622011",11,96,96,120,100,100
"2571",2011-08-29,"UDP","dawn","UDPCHU2632011",15,96,96,120,100,100
"2572",2011-08-29,"UDP","dawn","UDPCHU2672011",22,98,98,96,100,100
"2573",2011-08-29,"UDP","dusk","UDPCHU2672011",22,98,98,108,103,103
"2574",2011-08-30,"UDP","dawn","UDPCHU2672011",22,98,98,120,104,104
"2575",2012-07-05,"LDP","dawn","LDPCHL12012",48,-10,-10,0,-10,-10
"2576",2012-07-05,"LDP","dusk","LDPCHL12012",48,-10,-10,12,-10,-10
"2577",2012-07-06,"LDP","dawn","LDPCHL12012",48,-10,-10,24,-10,-10
"2578",2012-07-06,"LDP","dawn","LDPCHL22012",26,-10,-10,0,-10,-10
"2579",2012-07-06,"LDP","dusk","LDPCHL22012",26,-10,-10,12,-10,-10
"2580",2012-07-06,"LDP","dusk","LDPCHL12012",48,-10,-10,36,-10,-10
"2581",2012-07-07,"LDP","dawn","LDPCHL32012",53,-10,-10,0,-10,-10
"2582",2012-07-07,"LDP","dawn","LDPCHL12012",48,-10,-10,48,-10,-10
"2583",2012-07-07,"LDP","dawn","LDPCHL22012",26,-10,-10,24,-10,-10
"2584",2012-07-07,"LDP","dusk","LDPCHL32012",53,-10,-10,12,-10,-10
"2585",2012-07-07,"LDP","dusk","LDPCHL22012",26,-10,-10,36,-10,-10
"2586",2012-07-07,"LDP","dusk","LDPCHL12012",48,-10,-10,60,-10,-10
"2587",2012-07-08,"LDP","dawn","LDPCHL22012",26,-10,-10,48,-10,-10
"2588",2012-07-08,"LDP","dawn","LDPCHL32012",53,-10,-10,24,-10,-10
"2589",2012-07-08,"LDP","dawn","LDPCHL12012",48,-10,-10,72,-10,-10
"2590",2012-07-08,"LDP","dusk","LDPCHL12012",48,-10,-10,84,-10,-10
"2591",2012-07-08,"LDP","dusk","LDPCHL22012",26,-10,-10,60,-10,-10
"2592",2012-07-08,"LDP","dusk","LDPCHL32012",53,-10,-10,36,-10,-10
"2593",2012-07-09,"LDP","dawn","LDPCHL32012",53,-10,-10,48,-10,-10
"2594",2012-07-09,"LDP","dawn","LDPCHL12012",48,-10,-10,96,-10,-10
"2595",2012-07-09,"LDP","dawn","LDPCHL22012",26,-10,-10,72,-10,-10
"2596",2012-07-09,"LDP","dusk","LDPCHL32012",53,-10,-10,60,-10,-10
"2597",2012-07-09,"LDP","dusk","LDPCHL22012",26,-10,-10,84,-10,-10
"2598",2012-07-09,"LDP","dusk","LDPCHL12012",48,-10,-10,108,-10,-10
"2599",2012-07-10,"LDP","dawn","LDPCHL22012",26,-10,-10,96,-10,-10
"2600",2012-07-10,"LDP","dawn","LDPCHL32012",53,-10,-10,72,-10,-10
"2601",2012-07-10,"LDP","dawn","LDPCHL12012",48,-10,-10,120,-10,-10
"2602",2012-07-10,"LDP","dusk","LDPCHL32012",53,-10,-10,84,NA,0
"2603",2012-07-10,"LDP","dusk","LDPCHL22012",26,-10,-10,108,NA,0
"2604",2012-07-11,"LDP","dawn","LDPCHL22012",26,-10,-10,120,0,0
"2605",2012-07-11,"LDP","dawn","LDPCHL32012",53,-10,-10,96,0,0
"2606",2012-07-11,"LDP","dusk","LDPCHL32012",53,-10,-10,108,NA,0
"2607",2012-07-12,"LDP","dawn","LDPCHL32012",53,-10,-10,120,2,2
"2608",2012-07-12,"LDP","dawn","LDPCHL42012",44,2,2,0,2,2
"2609",2012-07-12,"LDP","dawn","LDPCHL62012",37,2,2,0,2,2
"2610",2012-07-12,"LDP","dawn","LDPCHL52012",54,2,2,0,2,2
"2611",2012-07-12,"LDP","dusk","LDPCHL62012",37,2,2,12,25,25
"2612",2012-07-12,"LDP","dusk","LDPCHL52012",54,2,2,12,25,25
"2613",2012-07-12,"LDP","dusk","LDPCHL42012",44,2,2,12,25,25
"2614",2012-07-13,"LDP","dawn","LDPCHL42012",44,2,2,24,2,2
"2615",2012-07-13,"LDP","dawn","LDPCHL72012",31,2,2,0,2,2
"2616",2012-07-13,"LDP","dawn","LDPCHL82012",33,2,2,0,2,2
"2617",2012-07-13,"LDP","dawn","LDPCHL52012",54,2,2,24,2,2
"2618",2012-07-13,"LDP","dawn","LDPCHL62012",37,2,2,24,2,2
"2619",2012-07-13,"LDP","dusk","LDPCHL52012",54,2,2,36,5,5
"2620",2012-07-13,"LDP","dusk","LDPCHL42012",44,2,2,36,5,5
"2621",2012-07-13,"LDP","dusk","LDPCHL82012",33,2,2,12,5,5
"2622",2012-07-13,"LDP","dusk","LDPCHL72012",31,2,2,12,5,5
"2623",2012-07-13,"LDP","dusk","LDPCHL62012",37,2,2,36,5,5
"2624",2012-07-14,"LDP","dawn","LDPCHL82012",33,2,2,24,9,9
"2625",2012-07-14,"LDP","dawn","LDPCHL52012",54,2,2,48,9,9
"2626",2012-07-14,"LDP","dawn","LDPCHL42012",44,2,2,48,9,9
"2627",2012-07-14,"LDP","dawn","LDPCHL72012",31,2,2,24,9,9
"2628",2012-07-14,"LDP","dawn","LDPCHL62012",37,2,2,48,9,9
"2629",2012-07-14,"LDP","dusk","LDPCHL42012",44,2,2,60,9,9
"2630",2012-07-14,"LDP","dusk","LDPCHL52012",54,2,2,60,9,9
"2631",2012-07-14,"LDP","dusk","LDPCHL72012",31,2,2,36,9,9
"2632",2012-07-14,"LDP","dusk","LDPCHL82012",33,2,2,36,9,9
"2633",2012-07-14,"LDP","dusk","LDPCHL62012",37,2,2,60,9,9
"2634",2012-07-15,"LDP","dawn","LDPCHL52012",54,2,2,72,10,10
"2635",2012-07-15,"LDP","dawn","LDPCHL82012",33,2,2,48,10,10
"2636",2012-07-15,"LDP","dawn","LDPCHL62012",37,2,2,72,10,10
"2637",2012-07-15,"LDP","dawn","LDPCHL92012",68,10,10,0,10,10
"2638",2012-07-15,"LDP","dawn","LDPCHL42012",44,2,2,72,10,10
"2639",2012-07-15,"LDP","dawn","LDPCHL72012",31,2,2,48,10,10
"2640",2012-07-15,"LDP","dusk","LDPCHL92012",68,10,10,12,11,11
"2641",2012-07-15,"LDP","dusk","LDPCHL52012",54,2,2,84,11,11
"2642",2012-07-15,"LDP","dusk","LDPCHL42012",44,2,2,84,11,11
"2643",2012-07-15,"LDP","dusk","LDPCHL82012",33,2,2,60,11,11
"2644",2012-07-15,"LDP","dusk","LDPCHL72012",31,2,2,60,11,11
"2645",2012-07-15,"LDP","dusk","LDPCHL62012",37,2,2,84,11,11
"2646",2012-07-16,"LDP","dawn","LDPCHL52012",54,2,2,96,11,11
"2647",2012-07-16,"LDP","dawn","LDPCHL82012",33,2,2,72,11,11
"2648",2012-07-16,"LDP","dawn","LDPCHL72012",31,2,2,72,11,11
"2649",2012-07-16,"LDP","dawn","LDPCHL92012",68,10,10,24,11,11
"2650",2012-07-16,"LDP","dawn","LDPCHL62012",37,2,2,96,11,11
"2651",2012-07-16,"LDP","dawn","LDPCHL42012",44,2,2,96,11,11
"2652",2012-07-16,"LDP","dusk","LDPCHL92012",68,10,10,36,12,12
"2653",2012-07-16,"LDP","dusk","LDPCHL42012",44,2,2,108,12,12
"2654",2012-07-16,"LDP","dusk","LDPCHL52012",54,2,2,108,12,12
"2655",2012-07-16,"LDP","dusk","LDPCHL82012",33,2,2,84,12,12
"2656",2012-07-16,"LDP","dusk","LDPCHL72012",31,2,2,84,12,12
"2657",2012-07-16,"LDP","dusk","LDPCHL62012",37,2,2,108,12,12
"2658",2012-07-17,"LDP","dawn","LDPCHL42012",44,2,2,120,12,12
"2659",2012-07-17,"LDP","dawn","LDPCHL52012",54,2,2,120,12,12
"2660",2012-07-17,"LDP","dawn","LDPCHL82012",33,2,2,96,12,12
"2661",2012-07-17,"LDP","dawn","LDPCHL72012",31,2,2,96,12,12
"2662",2012-07-17,"LDP","dawn","LDPCHL62012",37,2,2,120,12,12
"2663",2012-07-17,"LDP","dawn","LDPCHL92012",68,10,10,48,12,12
"2664",2012-07-17,"LDP","dusk","LDPCHL92012",68,10,10,60,14,14
"2665",2012-07-17,"LDP","dusk","LDPCHL82012",33,2,2,108,14,14
"2666",2012-07-17,"LDP","dusk","LDPCHL72012",31,2,2,108,14,14
"2667",2012-07-18,"LDP","dawn","LDPCHL82012",33,2,2,120,14,14
"2668",2012-07-18,"LDP","dawn","LDPCHL72012",31,2,2,120,14,14
"2669",2012-07-18,"LDP","dawn","LDPCHL92012",68,10,10,72,14,14
"2670",2012-07-18,"LDP","dawn","LDPCHL102012",27,14,14,0,14,14
"2671",2012-07-18,"LDP","dawn","LDPCHL112012",43,14,14,0,14,14
"2672",2012-07-18,"LDP","dusk","LDPCHL102012",27,14,14,12,15,15
"2673",2012-07-18,"LDP","dusk","LDPCHL112012",43,14,14,12,15,15
"2674",2012-07-18,"LDP","dusk","LDPCHL92012",68,10,10,84,15,15
"2675",2012-07-19,"LDP","dawn","LDPCHL92012",68,10,10,96,15,15
"2676",2012-07-19,"LDP","dawn","LDPCHL102012",27,14,14,24,15,15
"2677",2012-07-19,"LDP","dawn","LDPCHL112012",43,14,14,24,15,15
"2678",2012-07-19,"LDP","dusk","LDPCHL102012",27,14,14,36,16,16
"2679",2012-07-19,"LDP","dusk","LDPCHL112012",43,14,14,36,16,16
"2680",2012-07-19,"LDP","dusk","LDPCHL92012",68,10,10,108,16,16
"2681",2012-07-20,"LDP","dawn","LDPCHL102012",27,14,14,48,16,16
"2682",2012-07-20,"LDP","dawn","LDPCHL92012",68,10,10,120,16,16
"2683",2012-07-20,"LDP","dawn","LDPCHL112012",43,14,14,48,16,16
"2684",2012-07-20,"LDP","dusk","LDPCHL102012",27,14,14,60,17,17
"2685",2012-07-20,"LDP","dusk","LDPCHL112012",43,14,14,60,17,17
"2686",2012-07-21,"LDP","dawn","LDPCHL102012",27,14,14,72,17,17
"2687",2012-07-21,"LDP","dawn","LDPCHL112012",43,14,14,72,17,17
"2688",2012-07-21,"LDP","dusk","LDPCHL112012",43,14,14,84,17,17
"2689",2012-07-21,"LDP","dusk","LDPCHL102012",27,14,14,84,17,17
"2690",2012-07-22,"LDP","dawn","LDPCHL102012",27,14,14,96,18,18
"2691",2012-07-22,"LDP","dawn","LDPCHL112012",43,14,14,96,18,18
"2692",2012-07-22,"LDP","dusk","LDPCHL102012",27,14,14,108,18,18
"2693",2012-07-22,"LDP","dusk","LDPCHL112012",43,14,14,108,18,18
"2694",2012-07-23,"LDP","dawn","LDPCHL102012",27,14,14,120,19,19
"2695",2012-07-23,"LDP","dawn","LDPCHL112012",43,14,14,120,19,19
"2696",2012-07-29,"LDP","dawn","LDPCHL122012",38,28,28,0,28,28
"2697",2012-07-29,"LDP","dusk","LDPCHL122012",38,28,28,12,28,28
"2698",2012-07-30,"LDP","dawn","LDPCHL122012",38,28,28,24,29,29
"2699",2012-07-30,"LDP","dusk","LDPCHL122012",38,28,28,36,29,29
"2700",2012-07-31,"LDP","dawn","LDPCHL122012",38,28,28,48,30,30
"2701",2012-07-31,"LDP","dusk","LDPCHL122012",38,28,28,60,30,30
"2702",2012-08-01,"LDP","dawn","LDPCHL122012",38,28,28,72,30,30
"2703",2012-08-01,"LDP","dusk","LDPCHL122012",38,28,28,84,30,30
"2704",2012-08-02,"LDP","dawn","LDPCHL122012",38,28,28,96,30,30
"2705",2012-08-02,"LDP","dawn","LDPCHL142012",39,30,30,0,30,30
"2706",2012-08-02,"LDP","dusk","LDPCHL122012",38,28,28,108,31,31
"2707",2012-08-02,"LDP","dusk","LDPCHL142012",39,30,30,12,31,31
"2708",2012-08-03,"LDP","dawn","LDPCHL122012",38,28,28,120,31,31
"2709",2012-08-03,"LDP","dawn","LDPCHL142012",39,30,30,24,31,31
"2710",2012-08-03,"LDP","dusk","LDPCHL142012",39,30,30,36,31,31
"2711",2012-08-04,"LDP","dawn","LDPCHL142012",39,30,30,48,32,32
"2712",2012-08-04,"LDP","dusk","LDPCHL142012",39,30,30,60,32,32
"2713",2012-08-05,"LDP","dawn","LDPCHL142012",39,30,30,72,33,33
"2714",2012-08-05,"LDP","dawn","LDPCHL152012",46,33,33,0,33,33
"2715",2012-08-05,"LDP","dusk","LDPCHL152012",46,33,33,12,31,31
"2716",2012-08-05,"LDP","dusk","LDPCHL142012",39,30,30,84,31,31
"2717",2012-08-06,"LDP","dawn","LDPCHL152012",46,33,33,24,33,33
"2718",2012-08-06,"LDP","dawn","LDPCHL142012",39,30,30,96,33,33
"2719",2012-08-06,"LDP","dusk","LDPCHL152012",46,33,33,36,32,32
"2720",2012-08-06,"LDP","dusk","LDPCHL142012",39,30,30,108,32,32
"2721",2012-08-07,"LDP","dawn","LDPCHL142012",39,30,30,120,33,33
"2722",2012-08-07,"LDP","dawn","LDPCHL152012",46,33,33,48,33,33
"2723",2012-08-07,"LDP","dusk","LDPCHL152012",46,33,33,60,33,33
"2724",2012-08-08,"LDP","dawn","LDPCHL152012",46,33,33,72,34,34
"2725",2012-08-08,"LDP","dusk","LDPCHL152012",46,33,33,84,34,34
"2726",2012-08-09,"LDP","dawn","LDPCHL152012",46,33,33,96,34,34
"2727",2012-08-09,"LDP","dusk","LDPCHL152012",46,33,33,108,34,34
"2728",2012-08-10,"LDP","dawn","LDPCHL152012",46,33,33,120,36,36
"2729",2012-08-11,"LDP","dawn","LDPCHL162012",49,37,37,0,37,37
"2730",2012-08-11,"LDP","dusk","LDPCHL162012",49,37,37,12,37,37
"2731",2012-08-12,"LDP","dawn","LDPCHL162012",49,37,37,24,37,37
"2732",2012-08-12,"LDP","dawn","LDPCHL172012",57,37,37,0,37,37
"2733",2012-08-12,"LDP","dawn","LDPCHL182012",28,37,37,0,37,37
"2734",2012-08-12,"LDP","dusk","LDPCHL172012",57,37,37,12,37,37
"2735",2012-08-12,"LDP","dusk","LDPCHL182012",28,37,37,12,37,37
"2736",2012-08-12,"LDP","dusk","LDPCHL162012",49,37,37,36,37,37
"2737",2012-08-13,"LDP","dawn","LDPCHL162012",49,37,37,48,37.5,37.5
"2738",2012-08-13,"LDP","dawn","LDPCHL172012",57,37,37,24,37.5,37.5
"2739",2012-08-13,"LDP","dawn","LDPCHL192012",52,37.5,37.5,0,37.5,37.5
"2740",2012-08-13,"LDP","dawn","LDPCHL182012",28,37,37,24,37.5,37.5
"2741",2012-08-13,"LDP","dusk","LDPCHL172012",57,37,37,36,38,38
"2742",2012-08-13,"LDP","dusk","LDPCHL162012",49,37,37,60,38,38
"2743",2012-08-13,"LDP","dusk","LDPCHL192012",52,37.5,37.5,12,38,38
"2744",2012-08-13,"LDP","dusk","LDPCHL182012",28,37,37,36,38,38
"2745",2012-08-14,"LDP","dawn","LDPCHL162012",49,37,37,72,38,38
"2746",2012-08-14,"LDP","dawn","LDPCHL172012",57,37,37,48,38,38
"2747",2012-08-14,"LDP","dawn","LDPCHL192012",52,37.5,37.5,24,38,38
"2748",2012-08-14,"LDP","dawn","LDPCHL182012",28,37,37,48,38,38
"2749",2012-08-14,"LDP","dusk","LDPCHL192012",52,37.5,37.5,36,38,38
"2750",2012-08-14,"LDP","dusk","LDPCHL172012",57,37,37,60,38,38
"2751",2012-08-14,"LDP","dusk","LDPCHL182012",28,37,37,60,38,38
"2752",2012-08-14,"LDP","dusk","LDPCHL162012",49,37,37,84,38,38
"2753",2012-08-15,"LDP","dawn","LDPCHL172012",57,37,37,72,38,38
"2754",2012-08-15,"LDP","dawn","LDPCHL162012",49,37,37,96,38,38
"2755",2012-08-15,"LDP","dawn","LDPCHL182012",28,37,37,72,38,38
"2756",2012-08-15,"LDP","dawn","LDPCHL192012",52,37.5,37.5,48,38,38
"2757",2012-08-15,"LDP","dusk","LDPCHL172012",57,37,37,84,38,38
"2758",2012-08-15,"LDP","dusk","LDPCHL162012",49,37,37,108,38,38
"2759",2012-08-15,"LDP","dusk","LDPCHL192012",52,37.5,37.5,60,38,38
"2760",2012-08-15,"LDP","dusk","LDPCHL182012",28,37,37,84,38,38
"2761",2012-08-16,"LDP","dawn","LDPCHL172012",57,37,37,96,38,38
"2762",2012-08-16,"LDP","dawn","LDPCHL162012",49,37,37,120,38,38
"2763",2012-08-16,"LDP","dawn","LDPCHL182012",28,37,37,96,38,38
"2764",2012-08-16,"LDP","dawn","LDPCHL202012",67,38,38,0,38,38
"2765",2012-08-16,"LDP","dawn","LDPCHL192012",52,37.5,37.5,72,38,38
"2766",2012-08-16,"LDP","dusk","LDPCHL202012",67,38,38,12,38,38
"2767",2012-08-16,"LDP","dusk","LDPCHL172012",57,37,37,108,38,38
"2768",2012-08-16,"LDP","dusk","LDPCHL192012",52,37.5,37.5,84,38,38
"2769",2012-08-16,"LDP","dusk","LDPCHL182012",28,37,37,108,38,38
"2770",2012-08-17,"LDP","dawn","LDPCHL172012",57,37,37,120,38,38
"2771",2012-08-17,"LDP","dawn","LDPCHL192012",52,37.5,37.5,96,38,38
"2772",2012-08-17,"LDP","dawn","LDPCHL212012",51,38,38,0,38,38
"2773",2012-08-17,"LDP","dawn","LDPCHL182012",28,37,37,120,38,38
"2774",2012-08-17,"LDP","dawn","LDPCHL202012",67,38,38,24,38,38
"2775",2012-08-17,"LDP","dusk","LDPCHL212012",51,38,38,12,38,38
"2776",2012-08-17,"LDP","dusk","LDPCHL202012",67,38,38,36,38,38
"2777",2012-08-17,"LDP","dusk","LDPCHL192012",52,37.5,37.5,108,38,38
"2778",2012-08-18,"LDP","dawn","LDPCHL202012",67,38,38,48,39,39
"2779",2012-08-18,"LDP","dawn","LDPCHL212012",51,38,38,24,39,39
"2780",2012-08-18,"LDP","dawn","LDPCHL192012",52,37.5,37.5,120,39,39
"2781",2012-08-18,"LDP","dusk","LDPCHL212012",51,38,38,36,39,39
"2782",2012-08-18,"LDP","dusk","LDPCHL202012",67,38,38,60,39,39
"2783",2012-08-19,"LDP","dawn","LDPCHL202012",67,38,38,72,39,39
"2784",2012-08-19,"LDP","dawn","LDPCHL212012",51,38,38,48,39,39
"2785",2012-08-19,"LDP","dusk","LDPCHL212012",51,38,38,60,39,39
"2786",2012-08-19,"LDP","dusk","LDPCHL202012",67,38,38,84,39,39
"2787",2012-08-20,"LDP","dawn","LDPCHL212012",51,38,38,72,39,39
"2788",2012-08-20,"LDP","dawn","LDPCHL202012",67,38,38,96,39,39
"2789",2012-08-20,"LDP","dusk","LDPCHL212012",51,38,38,84,39,39
"2790",2012-08-20,"LDP","dusk","LDPCHL202012",67,38,38,108,39,39
"2791",2012-08-21,"LDP","dawn","LDPCHL202012",67,38,38,120,39,39
"2792",2012-08-21,"LDP","dawn","LDPCHL212012",51,38,38,96,39,39
"2793",2012-08-21,"LDP","dusk","LDPCHL212012",51,38,38,108,39,39
"2794",2012-08-22,"LDP","dawn","LDPCHL212012",51,38,38,120,39,39
"2795",2012-08-28,"LDP","dawn","LDPCHL222012",16,50,50,0,50,50
"2796",2012-08-28,"LDP","dawn","LDPCHL232012",49,50,50,0,50,50
"2797",2012-08-28,"LDP","dusk","LDPCHL222012",16,50,50,12,50,50
"2798",2012-08-28,"LDP","dusk","LDPCHL232012",49,50,50,12,50,50
"2799",2012-08-29,"LDP","dawn","LDPCHL222012",16,50,50,24,50,50
"2800",2012-08-29,"LDP","dawn","LDPCHL232012",49,50,50,24,50,50
"2801",2012-08-29,"LDP","dusk","LDPCHL232012",49,50,50,36,51,51
"2802",2012-08-29,"LDP","dusk","LDPCHL222012",16,50,50,36,51,51
"2803",2012-08-30,"LDP","dawn","LDPCHL222012",16,50,50,48,51,51
"2804",2012-08-30,"LDP","dawn","LDPCHL232012",49,50,50,48,51,51
"2805",2012-08-30,"LDP","dusk","LDPCHL222012",16,50,50,60,52,52
"2806",2012-08-30,"LDP","dusk","LDPCHL232012",49,50,50,60,52,52
"2807",2012-08-31,"LDP","dawn","LDPCHL222012",16,50,50,72,52,52
"2808",2012-08-31,"LDP","dawn","LDPCHL242012",57,52,52,0,52,52
"2809",2012-08-31,"LDP","dawn","LDPCHL232012",49,50,50,72,52,52
"2810",2012-08-31,"LDP","dusk","LDPCHL242012",57,52,52,12,52,52
"2811",2012-08-31,"LDP","dusk","LDPCHL222012",16,50,50,84,52,52
"2812",2012-08-31,"LDP","dusk","LDPCHL232012",49,50,50,84,52,52
"2813",2012-09-01,"LDP","dawn","LDPCHL222012",16,50,50,96,52,52
"2814",2012-09-01,"LDP","dawn","LDPCHL232012",49,50,50,96,52,52
"2815",2012-09-01,"LDP","dawn","LDPCHL242012",57,52,52,24,52,52
"2816",2012-09-01,"LDP","dusk","LDPCHL242012",57,52,52,36,53,53
"2817",2012-09-01,"LDP","dusk","LDPCHL222012",16,50,50,108,53,53
"2818",2012-09-01,"LDP","dusk","LDPCHL232012",49,50,50,108,53,53
"2819",2012-09-02,"LDP","dawn","LDPCHL222012",16,50,50,120,53,53
"2820",2012-09-02,"LDP","dawn","LDPCHL232012",49,50,50,120,53,53
"2821",2012-09-02,"LDP","dawn","LDPCHL242012",57,52,52,48,53,53
"2822",2012-09-02,"LDP","dusk","LDPCHL242012",57,52,52,60,63,63
"2823",2012-09-03,"LDP","dawn","LDPCHL242012",57,52,52,72,63,63
"2824",2012-09-03,"LDP","dusk","LDPCHL242012",57,52,52,84,60,60
"2825",2012-09-04,"LDP","dawn","LDPCHL242012",57,52,52,96,59,59
"2826",2012-09-04,"LDP","dawn","LDPCHL252012",37,59,59,0,59,59
"2827",2012-09-04,"LDP","dusk","LDPCHL242012",57,52,52,108,55,55
"2828",2012-09-04,"LDP","dusk","LDPCHL252012",37,59,59,12,55,55
